3	0
5	0
16	0
49	0
57	0
59	0
80	0
91	0
109	0
127	0
134	0
144	0
152	0
156	0
159	0
164	0
170	0
177	0
180	0
193	0
204	0
208	0
241	0
255	0
266	0
270	0
280	0
282	0
285	0
286	0
289	0
290	0
305	0
310	0
312	0
319	0
321	0
346	0
356	0
374	0
385	0
392	0
419	0
423	0
434	0
435	0
438	0
480	0
537	0
542	0
547	0
560	0
573	0
580	0
586	0
600	0
604	0
609	0
610	0
611	0
612	0
614	0
620	0
622	0
645	0
647	0
661	0
673	0
683	0
687	0
697	0
698	0
709	0
713	0
714	0
738	0
740	0
762	0
778	0
791	0
801	0
809	0
813	0
840	0
844	0
862	0
875	0
883	0
885	0
888	0
894	0
906	0
916	0
934	0
949	0
954	0
959	0
966	0
968	0
984	0
