2	8
24	8
28	8
29	8
37	8
38	8
44	8
45	8
50	8
52	8
64	8
69	8
86	8
95	8
97	8
108	8
116	8
120	8
140	8
141	8
147	8
157	8
167	8
168	8
186	8
208	8
209	8
215	8
217	8
232	8
246	8
261	8
270	8
271	8
314	8
321	8
328	8
356	8
359	8
360	8
362	8
363	8
365	8
366	8
367	8
393	8
396	8
400	8
413	8
421	8
425	8
429	8
430	8
440	8
444	8
449	8
454	8
456	8
463	8
466	8
471	8
484	8
488	8
502	8
517	8
518	8
520	8
542	8
557	8
606	8
607	8
610	8
619	8
633	8
641	8
644	8
654	8
680	8
686	8
728	8
729	8
761	8
779	8
781	8
782	8
791	8
792	8
831	8
851	8
878	8
882	8
883	8
884	8
892	8
904	8
909	8
919	8
932	8
961	8
994	8
