32	0
56	1
61	1
71	1
74	1
79	5
111	0
114	6
121	6
134	3
151	5
155	5
169	4
178	3
217	7
219	7
220	7
225	5
228	5
258	5
260	5
264	0
268	0
269	0
274	3
275	3
287	4
290	4
302	4
304	4
311	6
313	6
314	6
327	1
329	1
331	1
342	1
345	0
349	0
358	9
360	9
365	9
367	9
373	0
375	0
384	9
385	9
386	9
388	9
391	9
403	8
415	6
416	6
436	6
445	5
450	5
453	5
467	9
470	9
475	9
484	9
501	4
502	4
534	7
554	1
561	2
562	2
566	2
582	8
583	0
596	0
614	7
632	7
637	7
639	7
664	8
677	9
704	9
710	9
741	2
748	2
754	2
760	2
761	2
793	8
795	8
800	7
801	7
802	7
835	0
838	0
844	0
851	1
886	5
910	6
929	8
953	9
961	9
977	9
989	9
18	0
21	0
23	0
32	0
42	0
45	0
49	0
72	1
76	1
80	5
86	5
105	0
124	6
134	3
140	6
145	6
155	6
161	5
163	4
164	4
180	3
189	9
190	9
194	9
197	9
210	4
215	7
217	7
236	5
242	8
247	8
248	5
249	5
261	0
266	0
268	0
269	0
272	0
281	3
293	4
294	4
300	4
311	6
327	1
329	1
332	1
336	1
341	1
345	0
351	0
352	0
364	0
367	0
371	0
380	0
388	9
390	9
407	6
411	6
414	6
419	6
420	6
422	6
424	6
426	6
428	6
439	6
440	5
442	5
444	5
457	5
487	9
489	9
506	9
507	4
511	4
517	2
526	7
528	7
530	7
550	1
552	1
571	2
577	8
579	8
582	8
587	0
591	0
594	0
595	0
598	0
603	0
613	7
620	4
622	4
635	7
647	8
653	8
655	8
672	9
682	9
689	9
701	9
703	9
715	5
719	5
723	5
737	2
744	2
749	2
752	2
754	2
757	2
765	8
771	8
774	8
778	8
788	8
792	8
798	8
799	7
804	7
806	7
817	8
825	9
830	9
840	0
853	9
872	0
873	0
877	5
884	5
887	5
903	6
905	6
907	6
925	8
928	8
932	8
934	8
946	9
949	9
952	9
957	9
976	9
977	9
980	9
983	9
990	9
