2	2
4	2
17	2
49	1
66	1
75	1
97	1
101	1
104	1
125	1
152	0
155	0
158	0
162	0
165	0
171	0
176	0
179	0
180	0
184	0
194	0
199	0
206	0
215	0
224	0
231	0
243	0
254	0
266	0
279	0
330	9
342	9
364	9
366	9
418	8
421	8
440	8
450	8
465	8
467	8
483	8
487	8
489	8
492	8
494	8
509	8
511	8
523	8
524	8
525	8
549	7
550	7
556	7
560	7
564	7
569	7
581	7
594	7
595	7
600	7
603	7
609	7
619	7
634	7
645	7
648	7
653	7
661	6
674	6
676	6
695	6
712	6
727	6
737	6
749	6
761	6
769	6
776	6
782	6
790	6
791	6
812	5
819	5
826	5
832	5
843	5
857	5
863	5
895	5
922	4
942	4
944	4
947	4
950	4
957	4
964	4
975	4
986	4
987	4
992	4
