23	0
25	0
31	0
32	0
42	0
57	0
96	0
100	0
101	0
104	0
116	3
132	4
133	4
151	6
160	8
168	9
169	9
174	9
179	0
215	0
231	1
267	2
283	2
292	2
296	2
307	2
310	2
320	2
322	2
334	2
360	2
361	2
374	2
375	2
395	1
396	1
399	1
402	1
406	1
410	1
426	1
440	1
450	1
459	0
485	0
493	0
496	0
498	0
500	0
502	0
506	0
516	0
528	9
534	9
541	9
553	9
561	9
579	9
597	9
599	9
605	9
626	8
633	8
636	8
641	8
644	8
657	8
658	8
674	8
691	8
696	8
698	8
713	8
714	8
720	8
732	7
739	7
750	7
751	7
755	7
767	7
792	7
797	7
800	7
817	7
821	7
827	7
833	7
841	7
844	7
847	7
857	6
861	6
869	6
873	6
884	6
919	6
924	6
948	6
968	6
3	0
12	0
15	0
23	0
37	0
38	0
39	0
52	0
53	0
54	0
57	0
65	0
66	0
73	0
78	0
82	0
87	0
91	0
103	0
111	0
113	0
114	0
116	3
117	3
124	3
129	4
148	6
152	8
163	9
167	9
184	0
185	0
191	0
192	0
202	0
210	0
216	0
222	0
228	1
232	1
234	1
241	1
244	1
256	1
261	8
271	2
273	2
277	2
284	2
285	2
289	2
301	2
308	2
309	2
312	2
316	2
318	2
322	2
331	2
346	2
348	2
349	2
364	2
373	2
376	2
383	2
388	2
401	1
402	1
408	1
420	1
427	1
428	1
430	1
433	1
436	1
437	1
441	1
467	0
481	0
484	0
490	0
499	0
511	0
514	0
528	9
529	9
539	9
542	9
543	9
545	9
550	9
552	9
558	9
572	9
599	9
603	9
626	8
631	8
638	8
643	8
645	8
651	8
666	8
675	8
693	8
697	8
700	8
702	8
703	8
706	8
707	8
711	8
720	8
723	8
724	8
734	7
735	7
752	7
762	7
769	7
790	7
820	7
823	7
832	7
836	7
850	7
858	6
862	6
865	6
866	6
870	6
871	6
881	6
885	6
889	6
890	6
903	6
921	6
924	6
934	6
945	6
946	6
954	6
958	6
963	6
972	6
975	6
990	6
993	6
