5	0
28	0
29	0
34	0
35	0
57	0
83	0
84	0
86	0
88	0
114	0
116	0
117	0
154	0
155	0
175	0
181	1
187	1
206	1
214	1
224	1
225	1
251	1
257	1
264	1
268	1
278	1
284	1
289	1
300	1
312	1
327	1
345	1
367	1
392	1
394	1
406	1
417	1
439	1
442	1
454	1
462	1
469	1
474	1
488	1
489	1
525	0
539	0
557	0
560	0
577	0
580	0
583	0
590	0
616	0
625	0
648	0
650	0
652	0
663	0
671	0
676	0
683	0
702	0
709	0
719	0
749	0
751	0
752	0
755	0
768	0
790	0
802	0
812	0
814	0
820	0
821	0
824	0
827	0
835	0
837	0
855	0
891	0
892	0
894	0
903	0
909	0
913	0
915	0
916	0
918	0
922	0
943	0
946	0
958	0
977	0
980	0
986	0
988	0
994	0
3	0
6	0
7	0
10	0
11	0
26	0
27	0
41	0
50	0
58	0
60	0
61	0
68	0
72	0
79	0
84	0
87	0
89	0
98	0
100	0
105	0
106	0
108	0
114	0
125	0
126	0
129	0
130	0
135	0
137	0
146	0
147	0
149	0
150	0
153	0
157	0
167	0
203	1
207	1
212	1
226	1
228	1
245	1
246	1
250	1
271	1
278	1
284	1
305	1
314	1
318	1
324	1
338	1
339	1
340	1
342	1
351	1
361	1
362	1
364	1
376	1
378	1
379	1
381	1
385	1
391	1
402	1
430	1
434	1
435	1
443	1
454	1
456	1
462	1
477	1
480	1
502	1
504	1
505	1
521	1
535	1
560	0
561	0
565	0
566	0
569	0
584	0
587	0
597	0
599	0
622	0
623	0
636	0
641	0
650	0
656	0
674	0
678	0
680	0
683	0
697	0
708	0
710	0
718	0
729	0
736	0
748	0
749	0
768	0
781	0
790	0
793	0
801	0
811	0
817	0
825	0
828	0
831	0
833	0
842	0
844	0
868	0
871	0
874	0
879	0
885	0
892	0
896	0
897	0
917	0
924	0
925	0
935	0
937	0
941	0
944	0
947	0
963	0
966	0
973	0
981	0
987	0
106	0
110	0
526	0
861	0
884	0
931	0
954	0
990	0
